en_form,domain,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances_in_domain,pct_of_form_in_domain
happy,Edu,Appreciation,"dass, einverstanden, glücklich","dass:1, einverstanden:1, glücklich:1","These people -- in my , symbol - obsessed , twelve year - old imagination -- these people who are strangling themselves as one of the first things they do each morning , they ca n't possibly be happy .","Diese Menschen , die sich selbst jeden Morgen strangulieren , konnten in meiner zwölfjährigen Vorstellungskraft unmöglich glücklich sein .",3,4,0.75
happy,Ent,Affect,"glücklich, froh dass","glücklich:2, froh dass:1","I was n't happy with my job , because I was a designer , but I was n't being really stimulated .","Ich war nicht glücklich mit meinem Job , ich war eine Designerin , aber das war nicht sehr stimulierend .",3,9,0.3333
happy,Ent,Judgement,glücklich,glücklich:5,"I ca n't tell if she 's happy or sad , and I change my mind all the time .","Ich weiß nicht , ob sie glücklich oder traurig ist , und ich ändere ständig meine Meinung .",5,9,0.5556
happy,Ent,Appreciation,kriegswütig,kriegswütig:1,"Your pupils dilate , your muscles contract , your Spidey sense tingles , basically your whole body is trigger - happy .","Die Pupillen erweitern sich , die Muskeln spannen sich an , dein "" Spidey sense "" meldet sich , dein ganzer Körper ist nur kriegswütig .",1,9,0.1111
happy,Med,Affect,"glücklich, Gehirn, unglücklich","glücklich:2, Gehirn:1, unglücklich:1","And so it is not just what 's happening to these people -- whether they 're losing weight or gaining weight , or becoming rich or becoming poor , or becoming happy or not becoming happy -- that affects us ; it 's also the actual architecture of the ties around us .","Und es ist deshalb nicht nur das , was diesen Menschen passiert -- ob sie abnehmen oder zunehmen , oder reich oder arm werden , oder glücklich oder unglücklich werden -- was uns beeinflusst ; Es ist auch die gegenwärtige Architektur von diesen Verbindungen um uns herum .",4,8,0.5
happy,Med,Judgement,"glücklich, gesund","glücklich:3, gesund:1","Again , a social network , but now we color the people yellow if they 're happy and blue if they 're sad and green in between .","Wieder ein soziales Netzwerk , aber jetzt färben wir die Leute gelb , wenn sie glücklich sind , und blau , wenn sie traurig sind , und grün dazwischen .",4,8,0.5
happy,Med,Appreciation,,,,,0,8,0.0
happy,Phi,Affect,"begeistert, freue, froh","begeistert:1, freue:1, froh:1","And I 'm happy to say , I was partly responsible for that cliche that machines are becoming biological , but that 's pretty evident .","Und ich bin froh zu sagen , ich bin teilweise verantworlich für das Klischee , dass Maschinen biologisch werden , aber das ist ziemlich nahe liegend .",3,3,1.0
happy,Phi,Judgement,,,,,0,3,0.0
happy,Phi,Appreciation,,,,,0,3,0.0
happy,Pol,Affect,"gerne, glücklich","gerne:1, glücklich:1",""" I am happy that today , the only race we 're talking about is the human race . """,""" Ich bin glücklich , dass heute der Tag ist , an dem die einzige Rasse , über die wir reden , die menschliche Rasse ist . """,2,3,0.6667
happy,Pol,Judgement,,,,,0,3,0.0
happy,Pol,Appreciation,glücklich,glücklich:1,But are conservatives happy about this ?,Aber sind die Konservativen glücklich darüber ?,1,3,0.3333
happy,Psy,Affect,,,,,0,11,0.0
happy,Psy,Judgement,"glücklich, unzufriedener, zufrieden","glücklich:1, unzufriedener:1, zufrieden:1","I think part of the reason , a big part of the reason , is that when our minds wander , we often think about unpleasant things , and they are enormously less happy when they do that , our worries , our anxieties , our regrets , and yet even when people are thinking about something neutral , they 're still considerably less happy than when they 're not mind - wandering at all .","Ein Grund – ein wichtiger Grund – ist , dass wir oft an unangenehme Dinge denken . Und dabei ist man sehr viel weniger glücklich . Wir denken an Sorgen , Ängste oder Dinge , die wir bereuen . Aber selbst wenn wir an etwas Neutrales denken , sind wir trotzdem bedeutend weniger zufrieden , als wenn wir konzentriert sind .",3,11,0.2727
happy,Psy,Appreciation,"glücklich, unzufriedener, Zufriedenheit, unglücklicher","glücklich:4, unzufriedener:2, Zufriedenheit:1, unglücklicher:1","Now I do n't know about you , but I find this to be a really empowering and inspiring message , and the fact that it 's backed up by decades of research makes me also happy as a scientist .","Was denken Sie ? Ich empfinde diese Nachricht bestärkend und inspirierend und dass es durch jahrzehntelange Studien belegt ist , macht mich als Forscherin glücklich .",8,11,0.7273
happy,Sci,Affect,glücklich,glücklich:4,"And when it goes , we 're always happy .","Und wenn er geht , sind wir immer glücklich .",4,5,0.8
happy,Sci,Judgement,glücklich,glücklich:1,What is it that they 're happy with ?,Was macht sie glücklich ?,1,5,0.2
happy,Sci,Appreciation,,,,,0,5,0.0
happy,Tech,Affect,glücklich,glücklich:1,"So , I wanted to say , Paul , I 'm happy you 're here , because I know you have my back .","Paul , ich bin glücklich , dass du hier bist , weil ich weiß , dass du auf mich aufpasst .",1,3,0.3333
happy,Tech,Judgement,,,,,0,3,0.0
happy,Tech,Appreciation,"froh, glücklich","froh:1, glücklich:1","So , after 100 years of being able to listen to any telephone call -- anytime , anywhere -- you might imagine that government officials are not very happy .","Also nach 100 Jahren , in denen man jeden Anruf mithören konnte , immer und überall , können Sie sich vorstellen , dass Regierungen nicht sehr glücklich sind .",2,3,0.6667
hard,Art,Affect,lange,lange:1,You do n't need to look hard to find examples .,"Man muss nicht lange suchen , um Beispiele zu finden .",1,2,0.5
hard,Art,Judgement,,,,,0,2,0.0
hard,Art,Appreciation,hart daran,hart daran:1,"For so long , the fashion industry has worked hard to set an ideal of beauty that celebrates thin , young , white , cisgender , able - bodied models as the ideal .","Lange hat die Modeindustrie hart daran gearbeitet , ein Schönheitsideal festzulegen , das dünne , junge , weiße , Zisgender , körperlich gesunde Models als das Ideal zelebriert .",1,2,0.5
hard,Bus,Affect,,,,,0,2,0.0
hard,Bus,Judgement,,,,,0,2,0.0
hard,Bus,Appreciation,"schwer, schwierig","schwer:1, schwierig:1",Changes which are slow and gradual can be hard to notice even if their ultimate impact is quite dramatic .,"Veränderungen , die langsam und stetig sind , sind schwer zu bemerken , selbst wenn ihre Auswirkungen letztlich recht dramatisch sind .",2,2,1.0
hard,Edu,Affect,,,,,0,2,0.0
hard,Edu,Judgement,hart,hart:1,This is our task ; we know it will be hard .,"Dies ist unsere Aufgabe . Wir wissen , dass es hart sein wird .",1,2,0.5
hard,Edu,Appreciation,harte,harte:1,"Summers were hard , hard work , in the heat of Tennessee summers .","In dem Sommer hieß es , harte Arbeit in dem heißen Tennesseesommer zu verrichten .",1,2,0.5
hard,His,Affect,,,,,0,1,0.0
hard,His,Judgement,,,,,0,1,0.0
hard,His,Appreciation,kaum,kaum:1,Why were cases of autism so hard to find before the 1990s ?,Warum fand man vor den 1990er Jahren kaum Fälle von Autismus ?,1,1,1.0
hard,Med,Affect,,,,,0,8,0.0
hard,Med,Judgement,"schwierig, sehr","schwierig:4, sehr:1","He needs help eating , he needs help getting dressed , he does n't really know where he is or when it is , and it 's been really , really hard .","Er braucht Hilfe bei dem Essen , er braucht Hilfe bei dem Anziehen , er weiß nie wirklich , wo er ist oder wann er ist , und das ist sehr , sehr schwierig .",5,8,0.625
hard,Med,Appreciation,"schwierig, schwer","schwierig:2, schwer:1","The science is hard , the regulatory regime is difficult .",Der wissenschaftliche Teil ist schwer . Die Regulierungsbedingungen sind komplex .,3,8,0.375
hard,Phi,Affect,,,,,0,10,0.0
hard,Phi,Judgement,"schwer, schwierig","schwer:1, schwierig:1","Even when we try to get rid of a technology , it 's actually very hard .","Selbst wenn wir versuchen , eine Technik loszuwerden , ist es sehr schwer .",2,10,0.2
hard,Phi,Appreciation,"schwer, schwierig, hart","schwer:5, schwierig:2, hart:1",And the other generalization that I want to mention is that it 's particularly hard for a society to make quote - unquote good decisions when there is a conflict involving strongly held values that are good in many circumstances but are poor in other circumstances .,"Und die andere Verallgemeinerung , die ich erwähnen möchte , ist , dass es besonders hart für eine Gesellschaft ist , gute Entscheidungen zu treffen , wenn Werte stark vertreten werden , die unter vielen Umständen nützlich sind , aber unter anderen Umständen schaden .",8,10,0.8
hard,Pol,Affect,,,,,0,1,0.0
hard,Pol,Judgement,,,,,0,1,0.0
hard,Pol,Appreciation,schwer,schwer:1,Common ground is often very hard to find .,Gemeinsamkeiten sind oft sehr schwer zu finden .,1,1,1.0
hard,Psy,Affect,,,,,0,3,0.0
hard,Psy,Judgement,,,,,0,3,0.0
hard,Psy,Appreciation,"hart, schwer, schwierig","hart:1, schwer:1, schwierig:1",Anyone who 's followed politics can testify to how hard that is for some people to get .,"Jeder , der die Politik verfolgt , kann bezeugen , wie schwierig das für gewisse Menschen ist .",3,3,1.0
hard,Sci,Affect,intensiv,intensiv:1,The bad news is that you have to look hard to find them .,"Die schlechte Nachricht ist , man muss schon sehr intensiv suchen , um sie zu finden .",1,2,0.5
hard,Sci,Judgement,,,,,0,2,0.0
hard,Sci,Appreciation,schwer,schwer:1,"There is a second problem that is maybe even more familiar to us as parents and teachers and spouses and novelists , which is , "" Why is it so hard to know what somebody else wants or believes ? ""","Es gibt noch ein zweites Problem , das uns sogar bekannter vorkommen dürfte z.B. als Eltern , als Lehrern oder Eheleuten , und als Schriftstellern . Das Problem lautet : „ Warum ist es so schwer die Wünsche und Überzeugungen anderer einzuschätzen ? “ Oder vielleicht noch wichtiger :",1,2,0.5
hard,Tech,Affect,,,"They do n't use the same infrastructure , and so it becomes really hard to see transparently a product evolve over time .",Sie benutzen nicht dieselbe Infrastruktur und so wird die Produktentwicklung sehr intransparent .,1,2,0.5
hard,Tech,Judgement,,,,,0,2,0.0
hard,Tech,Appreciation,schwer,schwer:1,And that 's hard .,Und das ist schwer .,1,2,0.5
harder,Art,Affect,härter,härter:1,"I trained my whole life for this , I 'll just follow the playbook , I 'll work harder . ""","Ich habe mein ganzes Leben dafür trainiert , ich werde einfach dem Trainingsplan folgen , ich werde härter arbeiten . """,1,1,1.0
harder,Art,Judgement,,,,,0,1,0.0
harder,Art,Appreciation,,,,,0,1,0.0
harder,Med,Affect,schwieriger,schwieriger:1,Finding a weapon that recognizes and sinks all of them makes the job that much harder .,"Eine Waffe finden zu müssen , die sie alle erkennt und versenkt macht es viel schwieriger .",1,4,0.25
harder,Med,Judgement,schwieriger,schwieriger:1,"When you get dementia , it gets harder and harder to enjoy yourself .","Wenn man Demenz bekommt , wird es immer schwieriger , Spaß zu haben .",1,4,0.25
harder,Med,Appreciation,"leichter schwieriger, schwieriger","leichter schwieriger:1, schwieriger:1","Now , it sounds easier than it is because the structure actually looks more like this blue antibody diagram attached to its yellow binding site , and as you can imagine , these three - dimensional structures are much harder to work on .","Nun , das klingt leichter als es ist , denn die Struktur sieht eigentlich eher wie dieses blaue Antikörper - Diagramm aus , das an seine gelbe Bindungsstelle angeschlossen ist . Wie Sie sich vorstellen können ist es viel schwieriger , an diesen dreidimensionalen Strukturen zu arbeiten .",2,4,0.5
harder,Pol,Affect,schwerer,schwerer:1,"It became much harder for them to socialize , much harder for them to cooperate .","Es wurde viel schwerer für sie miteinander zu verkehren , viel schwerer zu kooperieren .",1,2,0.5
harder,Pol,Judgement,schwerer,schwerer:1,But even as it got harder for him to walk and get dressed in the morning -- I saw him struggle more and more -- my father never complained about his struggle .,"Aber selbst als ihm das Laufen immer schwerer fiel und auch das Anziehen morgens – das habe ich selbst gesehen – , beklagte sich mein Vater nie über seine Krankheit .",1,2,0.5
harder,Pol,Appreciation,,,,,0,2,0.0
harder,Psy,Affect,,,,,0,1,0.0
harder,Psy,Judgement,,,,,0,1,0.0
harder,Psy,Appreciation,härter,härter:1,"Because the women in my life are harder on me than anyone else . ""","weil die Frauen in meinem Leben sind da härter gegen mich , als jeder andere . """,1,1,1.0
harder,Tech,Affect,,,,,0,1,0.0
harder,Tech,Judgement,Mühe belastbarer,Mühe belastbarer:1,"They tried harder , they persevered longer , and they were more resilient in the face of failure .","Sie gaben sich mehr Mühe , hielten länger durch , und waren belastbarer bei Misserfolgen .",1,1,1.0
harder,Tech,Appreciation,,,,,0,1,0.0
hardest,Psy,Affect,,,,,0,1,0.0
hardest,Psy,Judgement,,,,,0,1,0.0
hardest,Psy,Appreciation,Schwierigsten,Schwierigsten:1,"After all , one of the things that 's hardest for all of us to do is to figure out what other people are thinking and feeling .","Schlussendlich ist etwas von dem Schwierigsten für uns alle , herauszufinden , was andere Menschen denken und fühlen .",1,1,1.0
hardier,Psy,Affect,abgehärteter,abgehärteter:1,"Well , we 're no genetically hardier than our ancestors were 10,000 years ago .",Wir sind nämlich heute nicht genetisch abgehärteter als unsere Vorfahren vor 10.000 Jahren .,1,1,1.0
hardier,Psy,Judgement,,,,,0,1,0.0
hardier,Psy,Appreciation,,,,,0,1,0.0
hardwired,Psy,Affect,,,,,0,1,0.0
hardwired,Psy,Judgement,,,,,0,1,0.0
hardwired,Psy,Appreciation,verdrahtet,verdrahtet:1,"It may feel to you like your emotions are hardwired and they just trigger and happen to you , but they do n't .","Es mag sich für Sie so anfühlen , als seien Gefühle fest verdrahtet und dass sie einfach ausgelöst werden und Ihnen zustoßen , aber das tun sie nicht .",1,1,1.0
