en_form,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances,pct_of_form
motivated,Affect,hochmotiviert,hochmotiviert:1,"So I was highly motivated to understand the relationship between business success and Scrappers , because my life could easily have turned out very differently .","Ich war also hochmotiviert , die Beziehung zwischen Geschäftserfolg und "" Kämpfern "" zu verstehen , weil mein Leben sehr leicht ganz anders hätte ausgehen können .",1,1,1.0
movable,Appreciation,verschiebbar durchlässig,verschiebbar durchlässig:1,"And more importantly , that line between good and evil -- which privileged people like to think is fixed and impermeable , with them on the good side , the others on the bad side -- I knew that line was movable , and it was permeable .","Und wichtiger , diese Trennlinie zwischen Gut und Böse – von der Privilegierte gerne denken , sie sei fix und undurchlässig , mit ihnen auf der guten Seite und den anderen auf der bösen – Ich wusste , dass diese Linie verschiebbar und durchlässig ist .",1,1,1.0
much,Affect,(NULL),(NULL):1,"I got my paints , and I was n't a landscape painter , but I was n't really much of any kind of painter at all , so I had no attachment , no expectation , which allowed me to be reckless and free .","Ich nahm meine Farben und ich war keine Landschaftsmalerin . Ich war eigentlich keine spezielle Art von Malerin . Deshalb hatte ich keinen Bezug , keine Erwartungen . Das erlaubte es mir , rücksichtslos und frei zu sein .",1,5,0.2
much,Appreciation,"(NULL), kostet, noch","(NULL):1, kostet:1, noch:1","Because we were in the age before anesthesia , the agony of the patient is really as much of the public spectacle as the surgery itself .","Wir waren ja noch nicht in dem Zeitalter der Anästhesie angelangt , und das Leiden des Patienten war noch genauso Teil des öffentlichen Spektakels wie der chirurgische Eingriff selbst .",3,5,0.6
much,Judgement,Herausforderung,Herausforderung:1,"But eventually this sense of boredom , this feeling of , like , yeah , I got this , this is n't challenging anymore -- it would get to be too much .","Doch schließlich überwiegt dieses Gefühl der Langeweile , das Gefühl von "" ja , ich hab's verstanden , es ist keine Herausforderung mehr "" -- gewinnt die Oberhand .",1,5,0.2
multicellular,Appreciation,multizellulär,multizellulär:1,"Of course , what that allows bacteria to do is to be multicellular .","Das erlaubt Bakterien natürlich , multizellulär zu sein .",1,1,1.0
multicultural,Appreciation,multikulturell,multikulturell:1,"That 's the difference , and the difference has to do with the character of cities themselves , because cities are profoundly multicultural , open , participatory , democratic , able to work with one another .","Dieser Unterschied entspringt direkt aus dem Charakter der Städte selbst . Städte sind zutiefst multikulturell , offen , teilnehmend , demokratisch , zu der Zusammenarbeit fähig .",1,1,1.0
multilingual,Appreciation,mehrsprachig,mehrsprachig:1,"And what we 've found now is that , in fact , bacteria are multilingual .","Wir fanden heraus , dass Bakterien tatsächlich mehrsprachig sind .",1,1,1.0
muted,Appreciation,gedämpft,gedämpft:1,"Because sounds from the outside world have to travel through the mother 's abdominal tissue and through the amniotic fluid that surrounds the fetus , the voices fetuses hear , starting around the fourth month of gestation , are muted and muffled .","Geräusche von ausserhalb des Leibs übertragen sich durch das Bauchgewebe der Mutter und durch das Fruchtwasser , in dem sich der Fötus befindet . Die Stimmen , die Föten hören können , ungefähr ab dem vierten Schwangerschaftsmonat , sind gedämpft und undeutlich .",1,1,1.0
mysterious,Appreciation,mysteriös,mysteriös:1,"In and of themselves , these are n't too mysterious .",An und für sich sind diese nicht wirklich mysteriös .,1,2,0.5
mysterious,Judgement,geheimnisvoll,geheimnisvoll:1,It 's about as mysterious as the liquidity of water .,Es ist genauso geheimnisvoll wie die Flüssigkeit des Wassers .,1,2,0.5
mystical,Appreciation,Mystische,Mystische:1,"He wrote in his "" Tractatus , "" Proposition 4.66 , "" It is not how things are in the world that is the mystical , it 's that the world exists . ""","In "" Tractatus "" , Proposition 4.66 schrieb er : "" Das Mystische ist nicht , wie die Dinge in der Welt sind , sondern dass die Welt existiert . """,1,1,1.0
mystifying,Judgement,mysteriös,mysteriös:1,It was so mystifying : we could n't make out what we were seeing on Titan .,"Es war so mysteriös . Wir konnten nicht erkennen , was wir da auf Titan sahen .",1,1,1.0
mythical,Appreciation,Hexenwerk,Hexenwerk:1,"Whatever you just imagined , it 's not mythical , it 's not unrealistically idealistic , because teachers all over the country are already pushing the boundaries of what teaching and learning can look like with amazing results for kids .","Egal , was sie sich eben vorgestellt haben , es ist kein Hexenwerk und nicht unrealistisch idealistisch , denn Lehrer in dem ganzen Land erweitern bereits die Möglichkeiten , wie Lehren und Lernen aussehen kann , mit unglaublichen Resultaten für Kinder .",1,1,1.0
naive,Affect,naiv,naiv:2,"Now , I 'm not naive . I know that free enterprise is n't perfect , and I know that free enterprise is n't everything we need to build a better world .","Ich bin nicht naiv , ich weiss , dass freie Marktwirtschaft nicht perfekt ist . Und ich weiß , dass wir nicht nur freie Marktwirtschaft brauchen , um eine bessere Welt zu schaffen .",2,2,1.0
naked,Judgement,nackt,nackt:1,They strip them naked .,Sie zogen sie nackt aus .,1,1,1.0
narcissistic,Appreciation,narzisstisch,narzisstisch:1,So I do something that 's very narcissistic --,"Also tue ich etwas , das sehr narzisstisch ist :",1,1,1.0
narrow,Appreciation,eng,eng:1,"What they saw made clear that Kanner 's model was way too narrow , while the reality of autism was much more colorful and diverse .","Ihre Beobachtungen zeigten , dass Kanners Modell viel zu eng war , während der echte Autismus viel bunter und vielfältiger war .",1,2,0.5
narrow,Judgement,eng,eng:1,"If the diagnostic criteria had to be broadened , why were they so narrow in the first place ?","Wenn die Diagnosekriterien erweitert werden mussten , warum waren sie dann ursprünglich so eng ?",1,2,0.5
nasty,Judgement,peinlich,peinlich:1,"They get nasty real quick , do n't they ?","Der wird ganz schnell peinlich , oder ?",1,1,1.0
native,Appreciation,vertraut,vertraut:1,"And for the rest of our time together , I 'm going to attempt to speak in one language that is native to every single human being in this room .","Für den Rest unserer gemeinsamen Zeit hier werde ich versuchen , in einer Sprache zu sprechen , die jedem einzelnen Menschen in diesem Saal vertraut ist .",1,1,1.0
natural,Appreciation,naturbedingt,naturbedingt:1,But the human design decisions that we make to separate ourselves is not natural .,Doch die von uns getroffenen Gestaltungsentscheidungen zu der gegenseitigen Abgrenzung sind nicht naturbedingt .,1,3,0.3333
natural,Judgement,natürlich,natürlich:2,It 's natural for me .,Für mich ist es natürlich .,2,3,0.6667
nauseated,Affect,übel Schmerzen,übel Schmerzen:1,"I became nauseated , lost my appetite , I ached everywhere , had increased pain in my rather mangled foot ; I developed trouble sleeping due to a general feeling of restlessness .","Mir war übel , ich verlor den Appetit , hatte überall Schmerzen , der Schmerz in meinem geschundenen Fuß nahm zu . Aufgrund eines Gefühls allgemeiner Unruhe litt ich unter Schlaflosigkeit .",1,1,1.0
nauseous,Affect,übel,übel:1,"When the idea hit me of how to do this , I got kind of nauseous and dizzy , which is really just adrenaline , probably , but for me it 's a really good sign .","Als mir die Idee für die Umsetzung kam , wurde mir etwas übel und schwindelig , was wahrscheinlich nur Adrenalin war , aber für mich war es ein gutes Zeichen .",1,1,1.0
naïve,Appreciation,naiv,naiv:1,That would be really naïve .,Das wäre wirklich naiv .,1,1,1.0
neat,Judgement,nett,nett:1,"But I thought it 'd be neat for the square to respond to me , and my kids were small then , and my kids would play with these things , like , "" Aaah , "" you know , they would say , "" Daddy , aaah , aaah . ""","Aber ich dachte , es wäre nett , wenn das Quadrat auf mich reagiert , und damals waren meine Kinder noch klein und spielten damit : "" Aaaah ! "" "" Papa , aaah , aaah . """,1,1,1.0
necessary,Affect,"notwendig, wichtig","notwendig:1, wichtig:1",What had changed to make a new name necessary precisely at that moment ?,"Was hatte sich geändert , um einen neuen Namen genau zu diesem Moment notwendig zu machen ?",2,10,0.2
necessary,Appreciation,"notwendig, nötig, notwendigen, wichtig","notwendig:2, nötig:2, notwendigen:1, wichtig:1","What Dan Dennett said the other day -- having a curriculum where they study different religions , just to make a mental flexibility , give them a mental flexibility in different belief systems -- I think this is so necessary in our world today as you see these clash of beliefs taking place . And all the security issues they cause us .","Wie schon Dan Dennett vor einigen Tagen sagte : Ein Lehrplan , welcher verschiedene Religionen behandelt , um mentale Flexibilität in verschiedenen Glaubenssystemen zu schaffen - Ich denke , dass das so notwendig in unserer Welt , wo es soviele Glaubenskämpfe gibt , Kämpfe , die zu vielen Sicherheitsproblemen führen .",6,10,0.6
necessary,Judgement,"notwendig, nötig","notwendig:1, nötig:1","So for instance , we 're now gaining evidence that American physicians often prescribe medication even when it 's not necessary in the case of opioids .","So gibt es immer mehr Belege dafür , dass amerikanische Ärzte oft Opioide verordnen , selbst wenn es nicht nötig ist .",2,10,0.2
negative,Appreciation,negativ,negativ:1,The test was negative .,Der Test war negativ .,1,1,1.0
negligible,Appreciation,unbedeutend,unbedeutend:1,"Everybody was really excited about Curiosity , and that had this big plutonium battery on board that has plutonium - 238 , which actually has a higher specific activity than the low - enriched uranium fuel of these molten salt reactors , which means that the effects would be negligible , because you launch it cold , and when it gets into space is where you actually activate this reactor .","Alle waren von Curiosity äußerst begeistert , und der hatte eine große Plutonium - Batterie an Bord , welche Plutonium -238 enthält , was eine höhere spezifische Aktivität hat als das schwach angereicherte Uran in diesen Flüssig - Salz Reaktoren . Das heißt , dass deren Auswirkungen unbedeutend wären , weil man sie kalt startet und man den Reaktor eigentlich erst in dem Weltall startet .",1,1,1.0
neonatal,Appreciation,neugeboren,neugeboren:1,"And the pie chart was labeled , "" Causes of death in children under five worldwide . "" And there was a pretty big section of that pie chart , about 40 percent -- 40 percent was labeled "" neonatal . ""","Der Titel war : "" Todesursachen von Kindern unter fünf Jahren weltweit "" Und ein ziehmlich großer Teil des Diagramms , ungefähr 40 Prozent -- 40 Prozent entfielen auf "" neugeboren "" .",1,1,1.0
nervous,Affect,"nervös, nervöser, nervöser nervöser","nervös:11, nervöser:1, nervöser nervöser:1","I was a little nervous because maybe the data would n't be right , but I 've done this now for 30 years , and it has stayed on this exponential progression .",Ich war ein wenig nervös . Vielleicht weil die Zahlen nicht richtig sein könnten . Aber ich mache das nun bereits seit 30 Jahren . Und es blieb immer bei dieser exponentiellen Entwicklung .,13,14,0.9286
nervous,Judgement,nervös,nervös:1,They 're nervous about anything that has anything to do with violence because of the zero tolerance policies .,"Lehrer werden sofort nervös bei allem , das mit Gewalt zu tun hat , wegen der Nulltoleranz - Politik .",1,14,0.0714
neurobiological,Judgement,neurologisch,neurologisch:1,"One and the same event has a level of description where it 's neurobiological , and another level of description where it 's mental , and that 's a single event , and that 's how nature works .","Ein und dasselbe Ereignis besitzt eine Beschreibung , die einerseits neurologisch und andererseits mental ist . Für ein einziges Ereignis . Das ist das Gesetz der Natur .",1,1,1.0
neutral,Appreciation,"Neutralität, neutral","Neutralität:1, neutral:1",Plastic neutrality is like carbon - neutral .,Plastik - Neutralität ist wie Kohlenstoff - Neutralität .,2,2,1.0
new,Appreciation,"neu, Neues, (NULL), neuen","neu:5, Neues:2, (NULL):1, neuen:1","So the idea of an open architecture , an open knowledge , is not new to my neck of the desert .",Also sind die Gedanken einer offenen Architektur und eines offenen Wissens nichts Neues in meinem Land .,9,10,0.9
